"year","country","shape","value"
2001,"CAN","triangle",23
2002,"CAN","triangle",34
2003,"CAN","triangle",35
2004,"CAN","triangle",37
2005,"CAN","triangle",24
2006,"CAN","triangle",14
2007,"CAN","triangle",16
2008,"CAN","triangle",4
2009,"CAN","triangle",15
2010,"CAN","triangle",10
2011,"CAN","triangle",9
2012,"CAN","triangle",18
2013,"CAN","triangle",18
2014,"CAN","triangle",8
2009,"CHE","triangle",1
1996,"CHL","triangle",1
2000,"CHN","triangle",1
2007,"CHN","triangle",1
1995,"COL","triangle",1
2000,"COL","triangle",1
2010,"COL","triangle",1
2000,"CRI","triangle",1
2002,"CRI","triangle",1
2007,"CRI","triangle",1
2013,"CRI","triangle",1
2005,"CUB","triangle",1
2004,"CYM","triangle",1
2005,"CYP","triangle",1
2006,"CYP","triangle",1
2007,"CYP","triangle",1
1992,"DEU","triangle",1
1997,"DEU","triangle",1
2003,"DEU","triangle",2
2007,"DEU","triangle",1
2008,"DEU","triangle",2
2011,"DEU","triangle",1
2012,"DEU","triangle",1
2013,"DEU","triangle",1
1990,"DNK","triangle",1
2010,"DOM","triangle",1
2002,"DZA","triangle",1
2001,"EGY","triangle",1
2010,"EGY","triangle",1
2013,"EGY","triangle",1
2000,"ESP","triangle",1
2002,"ESP","triangle",1
2008,"ESP","triangle",2
2009,"ESP","triangle",2
2010,"ESP","triangle",1
2014,"ESP","triangle",1
1993,"EST","triangle",1
2005,"EST","triangle",2
2006,"EST","triangle",1
2011,"FIN","triangle",1
1974,"FRA","triangle",1
1999,"FRA","triangle",1
2001,"FRA","triangle",1
2004,"FRA","triangle",1
2005,"FRA","triangle",1
2007,"FRA","triangle",1
2008,"FRA","triangle",2
2011,"FRA","triangle",2
2012,"FRA","triangle",1
2013,"FRA","triangle",1
1966,"GBR","triangle",1
1972,"GBR","triangle",1
1974,"GBR","triangle",1
1975,"GBR","triangle",2
1978,"GBR","triangle",2
1979,"GBR","triangle",1
1984,"GBR","triangle",3
1985,"GBR","triangle",1
1986,"GBR","triangle",1
1987,"GBR","triangle",2
1988,"GBR","triangle",1
1989,"GBR","triangle",1
1990,"GBR","triangle",1
1991,"GBR","triangle",1
1993,"GBR","triangle",3
1994,"GBR","triangle",3
1995,"GBR","triangle",3
1996,"GBR","triangle",11
1997,"GBR","triangle",5
1998,"GBR","triangle",9
1999,"GBR","triangle",7
2000,"GBR","triangle",19
2001,"GBR","triangle",15
2002,"GBR","triangle",14
2003,"GBR","triangle",5
2004,"GBR","triangle",14
2005,"GBR","triangle",13
2006,"GBR","triangle",21
2007,"GBR","triangle",11
2008,"GBR","triangle",12
2009,"GBR","triangle",12
2010,"GBR","triangle",5
2011,"GBR","triangle",2
2012,"GBR","triangle",7
2013,"GBR","triangle",3
2014,"GBR","triangle",2
1991,"GRC","triangle",1
2001,"GRC","triangle",1
2004,"GRC","triangle",1
2005,"GRC","triangle",1
2007,"GRC","triangle",1
2005,"GTM","triangle",1
2002,"HND","triangle",1
2005,"HRV","triangle",1
2010,"HRV","triangle",1
2001,"HUN","triangle",1
2002,"IDN","triangle",1
1990,"IND","triangle",3
2001,"IND","triangle",2
2002,"IND","triangle",2
2003,"IND","triangle",1
2004,"IND","triangle",1
2005,"IND","triangle",1
2006,"IND","triangle",3
2007,"IND","triangle",2
2008,"IND","triangle",1
2009,"IND","triangle",4
2012,"IND","triangle",2
2013,"IND","triangle",3
2014,"IND","triangle",1
1984,"IRL","triangle",1
1989,"IRL","triangle",1
1998,"IRL","triangle",1
1999,"IRL","triangle",1
2003,"IRL","triangle",1
2004,"IRL","triangle",1
2007,"IRL","triangle",1
2009,"IRL","triangle",2
2010,"IRL","triangle",1
1999,"IRN","triangle",1
2003,"IRN","triangle",1
2010,"IRN","triangle",1
2013,"IRN","triangle",1
2006,"IRQ","triangle",1
1986,"ISR","triangle",1
2005,"ISR","triangle",2
1999,"ITA","triangle",1
2011,"ITA","triangle",1
2005,"JOR","triangle",1
1975,"JPN","triangle",1
1996,"JPN","triangle",1
1997,"JPN","triangle",1
1999,"JPN","triangle",1
2000,"JPN","triangle",1
2005,"JPN","triangle",1
2014,"JPN","triangle",1
1995,"KAZ","triangle",1
1991,"KWT","triangle",1
2012,"LBN","triangle",1
2002,"LKA","triangle",1
2010,"LKA","triangle",1
2007,"LTU","triangle",1
2012,"LUX","triangle",2
2005,"LVA","triangle",1
1992,"MEX","triangle",1
1997,"MEX","triangle",1
1998,"MEX","triangle",1
2001,"MEX","triangle",1
2002,"MEX","triangle",1
2003,"MEX","triangle",2
2004,"MEX","triangle",1
2005,"MEX","triangle",1
2007,"MEX","triangle",1
2008,"MEX","triangle",1
2010,"MEX","triangle",2
2013,"MEX","triangle",1
2014,"MEX","triangle",1
2006,"MKD","triangle",1
1968,"MLT","triangle",1
2014,"MMR","triangle",1
2000,"MYS","triangle",1
2011,"MYS","triangle",1
2013,"MYS","triangle",1
2014,"MYS","triangle",1
2014,"NGA","triangle",1
1989,"NLD","triangle",1
1998,"NLD","triangle",1
2000,"NLD","triangle",1
2002,"NLD","triangle",3
2003,"NLD","triangle",2
2003,"NOR","triangle",1
2005,"NOR","triangle",1
2007,"NOR","triangle",3
2008,"NOR","triangle",1
2011,"NOR","triangle",1
2001,"NZL","triangle",3
2006,"NZL","triangle",1
2008,"NZL","triangle",2
2009,"NZL","triangle",1
2009,"OMN","triangle",1
2004,"PAK","triangle",1
2008,"PAK","triangle",1
2009,"PAK","triangle",1
1987,"PHL","triangle",1
1998,"PHL","triangle",1
1999,"PHL","triangle",1
2004,"PHL","triangle",1
2009,"PHL","triangle",1
2010,"PHL","triangle",1
2011,"PHL","triangle",1
2013,"PHL","triangle",1
1997,"POL","triangle",1
2001,"POL","triangle",1
2004,"POL","triangle",1
1981,"PRI","triangle",1
1993,"PRI","triangle",1
2005,"PRI","triangle",1
2006,"PRI","triangle",1
2011,"PRI","triangle",1
2012,"PRI","triangle",1
2014,"PRI","triangle",1
1976,"PRT","triangle",1
2003,"PRT","triangle",1
2004,"PRT","triangle",3
2000,"ROU","triangle",1
2003,"ROU","triangle",1
2004,"ROU","triangle",1
2004,"RUS","triangle",1
2005,"RUS","triangle",1
2003,"SRB","triangle",1
2011,"SRB","triangle",1
2012,"SRB","triangle",2
2003,"SUR","triangle",1
2002,"SVN","triangle",1
2014,"SVN","triangle",1
1994,"SWE","triangle",1
2000,"SWE","triangle",1
2005,"SWE","triangle",1
2009,"SWE","triangle",1
2011,"SWE","triangle",1
2013,"SWE","triangle",1
2002,"TUR","triangle",1
2004,"TUR","triangle",1
1994,"UKR","triangle",1
1962,"USA","triangle",2
1966,"USA","triangle",11
1968,"USA","triangle",9
1970,"USA","triangle",2
1971,"USA","triangle",6
1972,"USA","triangle",8
1973,"USA","triangle",14
1974,"USA","triangle",18
1975,"USA","triangle",21
1976,"USA","triangle",19
1977,"USA","triangle",29
1978,"USA","triangle",29
1979,"USA","triangle",25
1980,"USA","triangle",20
1981,"USA","triangle",15
1982,"USA","triangle",17
1983,"USA","triangle",21
1984,"USA","triangle",22
1985,"USA","triangle",26
1986,"USA","triangle",28
1987,"USA","triangle",23
1988,"USA","triangle",24
1989,"USA","triangle",36
1990,"USA","triangle",26
1991,"USA","triangle",35
1992,"USA","triangle",27
1993,"USA","triangle",52
1994,"USA","triangle",66
1995,"USA","triangle",77
1996,"USA","triangle",84
1997,"USA","triangle",174
1998,"USA","triangle",172
1999,"USA","triangle",245
2000,"USA","triangle",257
2001,"USA","triangle",298
2002,"USA","triangle",277
2003,"USA","triangle",322
2004,"USA","triangle",384
2005,"USA","triangle",382
2006,"USA","triangle",309
2007,"USA","triangle",408
2008,"USA","triangle",449
2009,"USA","triangle",368
2010,"USA","triangle",370
2011,"USA","triangle",466
2012,"USA","triangle",551
2013,"USA","triangle",508
2014,"USA","triangle",198
2000,"VEN","triangle",2
2009,"VEN","triangle",1
2000,"ZAF","triangle",1
2001,"ZAF","triangle",2
2004,"ZAF","triangle",1
2010,"ZAF","triangle",1
2011,"ZAF","triangle",1
2007,"ALB","unknown",1
1980,"ARG","unknown",1
2002,"ARG","unknown",1
2004,"ARG","unknown",1
2005,"ARG","unknown",1
2008,"ARM","unknown",1
2012,"ARM","unknown",1
1962,"AUS","unknown",1
1975,"AUS","unknown",1
1984,"AUS","unknown",1
1986,"AUS","unknown",1
1991,"AUS","unknown",1
1993,"AUS","unknown",1
1996,"AUS","unknown",6
1999,"AUS","unknown",1
2000,"AUS","unknown",3
2001,"AUS","unknown",5
2002,"AUS","unknown",4
2003,"AUS","unknown",5
2004,"AUS","unknown",4
2005,"AUS","unknown",3
2006,"AUS","unknown",5
2007,"AUS","unknown",5
2008,"AUS","unknown",1
2010,"AUS","unknown",1
2011,"AUS","unknown",1
2012,"AUS","unknown",3
2013,"AUS","unknown",3
2014,"AUS","unknown",2
2012,"AUT","unknown",1
2006,"AZE","unknown",1
2008,"AZE","unknown",1
2001,"BEL","unknown",1
2005,"BEL","unknown",1
2013,"BEL","unknown",1
2005,"BGD","unknown",1
1991,"BGR","unknown",1
2012,"BHR","unknown",1
2005,"BHS","unknown",2
2012,"BIH","unknown",1
1997,"BOL","unknown",1
1976,"BRA","unknown",1
1999,"BRA","unknown",1
2001,"BRA","unknown",2
2002,"BRA","unknown",2
2003,"BRA","unknown",1
2014,"BRA","unknown",2
1962,"CAN","unknown",1
1970,"CAN","unknown",2
1971,"CAN","unknown",1
1972,"CAN","unknown",1
1973,"CAN","unknown",1
1974,"CAN","unknown",3
1976,"CAN","unknown",1
1977,"CAN","unknown",1
1978,"CAN","unknown",2
1979,"CAN","unknown",1
1983,"CAN","unknown",1
1984,"CAN","unknown",2
1986,"CAN","unknown",1
1988,"CAN","unknown",2
1989,"CAN","unknown",1
1990,"CAN","unknown",1
1991,"CAN","unknown",2
1992,"CAN","unknown",2
1993,"CAN","unknown",1
1994,"CAN","unknown",1
1995,"CAN","unknown",1
1996,"CAN","unknown",8
1997,"CAN","unknown",7
1998,"CAN","unknown",3
1999,"CAN","unknown",20
2000,"CAN","unknown",16
2001,"CAN","unknown",12
2002,"CAN","unknown",22
2003,"CAN","unknown",35
2004,"CAN","unknown",28
2005,"CAN","unknown",23
2006,"CAN","unknown",23
2007,"CAN","unknown",23
2008,"CAN","unknown",12
2009,"CAN","unknown",21
2010,"CAN","unknown",15
2011,"CAN","unknown",11
2012,"CAN","unknown",22
2013,"CAN","unknown",25
2014,"CAN","unknown",8
2008,"CHE","unknown",1
2009,"CHE","unknown",1
1997,"CHL","unknown",1
2003,"CHL","unknown",1
2004,"CHN","unknown",1
2007,"CHN","unknown",1
2008,"CHN","unknown",1
1975,"CRI","unknown",1
2012,"CRI","unknown",1
2009,"CUB","unknown",1
2004,"CYP","unknown",1
2009,"CZE","unknown",1
2012,"CZE","unknown",1
1973,"DEU","unknown",1
1987,"DEU","unknown",1
1990,"DEU","unknown",1
1994,"DEU","unknown",1
1995,"DEU","unknown",1
2000,"DEU","unknown",1
2002,"DEU","unknown",1
2003,"DEU","unknown",2
2012,"DEU","unknown",1
2013,"DEU","unknown",1
2014,"DEU","unknown",1
2003,"DNK","unknown",1
2004,"DNK","unknown",1
2000,"DOM","unknown",1
1999,"ECU","unknown",1
2003,"ECU","unknown",1
2013,"ECU","unknown",1
1990,"EGY","unknown",1
1993,"ESP","unknown",1
2001,"ESP","unknown",4
2004,"ESP","unknown",2
2005,"ESP","unknown",2
2010,"ESP","unknown",1
2008,"EST","unknown",1
2002,"FIN","unknown",1
2003,"FIN","unknown",1
2004,"FIN","unknown",1
2012,"FIN","unknown",1
2012,"FJI","unknown",1
1990,"FRA","unknown",1
1994,"FRA","unknown",1
2000,"FRA","unknown",1
2003,"FRA","unknown",1
2013,"FRA","unknown",1
1970,"GBR","unknown",1
1972,"GBR","unknown",2
1977,"GBR","unknown",1
1980,"GBR","unknown",1
1982,"GBR","unknown",1
1987,"GBR","unknown",1
1990,"GBR","unknown",1
1992,"GBR","unknown",2
1993,"GBR","unknown",2
1994,"GBR","unknown",1
1996,"GBR","unknown",2
1997,"GBR","unknown",5
1998,"GBR","unknown",2
1999,"GBR","unknown",4
2000,"GBR","unknown",12
2001,"GBR","unknown",11
2002,"GBR","unknown",15
2003,"GBR","unknown",24
2004,"GBR","unknown",12
2005,"GBR","unknown",13
2006,"GBR","unknown",6
2007,"GBR","unknown",12
2008,"GBR","unknown",18
2009,"GBR","unknown",25
2010,"GBR","unknown",7
2011,"GBR","unknown",6
2012,"GBR","unknown",6
2013,"GBR","unknown",6
2014,"GBR","unknown",5
2005,"GEO","unknown",1
1979,"GRC","unknown",1
1990,"GRC","unknown",1
1999,"GRC","unknown",1
2001,"GRC","unknown",2
2002,"GRC","unknown",1
2008,"GRC","unknown",1
1992,"GTM","unknown",1
2007,"GUY","unknown",1
2001,"HND","unknown",1
2011,"HND","unknown",1
2002,"HRV","unknown",1
2004,"HRV","unknown",1
2006,"HRV","unknown",1
2011,"HRV","unknown",1
1995,"HTI","unknown",1
2008,"HUN","unknown",1
2011,"HUN","unknown",1
1992,"IDN","unknown",1
2006,"IDN","unknown",1
2012,"IDN","unknown",1
1973,"IND","unknown",1
1977,"IND","unknown",1
1998,"IND","unknown",1
2000,"IND","unknown",1
2001,"IND","unknown",6
2002,"IND","unknown",1
2003,"IND","unknown",2
2006,"IND","unknown",2
2007,"IND","unknown",4
2008,"IND","unknown",2
2010,"IND","unknown",2
2013,"IND","unknown",2
1993,"IRL","unknown",1
2000,"IRL","unknown",2
2002,"IRL","unknown",1
2004,"IRL","unknown",2
2005,"IRL","unknown",2
2006,"IRL","unknown",1
2010,"IRL","unknown",1
2011,"IRL","unknown",1
2012,"IRL","unknown",2
2004,"IRN","unknown",2
2008,"IRN","unknown",1
2011,"IRN","unknown",3
1993,"IRQ","unknown",1
2003,"IRQ","unknown",1
2006,"IRQ","unknown",2
2007,"IRQ","unknown",1
2003,"ISL","unknown",1
1984,"ISR","unknown",1
2002,"ISR","unknown",1
2005,"ISR","unknown",1
2010,"ISR","unknown",1
2013,"ISR","unknown",1
1992,"ITA","unknown",1
2002,"ITA","unknown",1
2003,"ITA","unknown",2
2008,"ITA","unknown",1
2010,"ITA","unknown",2
2004,"JAM","unknown",1
2007,"JAM","unknown",1
2003,"JOR","unknown",1
2007,"JOR","unknown",1
2010,"JOR","unknown",1
2012,"JOR","unknown",1
1996,"JPN","unknown",1
2005,"JPN","unknown",1
2014,"JPN","unknown",1
2005,"KEN","unknown",1
1973,"LBN","unknown",1
2004,"LKA","unknown",1
1992,"LTU","unknown",1
2002,"LTU","unknown",1
2006,"LTU","unknown",1
1993,"LVA","unknown",1
2006,"MAR","unknown",1
1982,"MEX","unknown",1
1998,"MEX","unknown",1
1999,"MEX","unknown",1
2000,"MEX","unknown",2
2002,"MEX","unknown",2
2003,"MEX","unknown",1
2004,"MEX","unknown",2
2005,"MEX","unknown",4
2006,"MEX","unknown",2
2007,"MEX","unknown",4
2010,"MEX","unknown",2
2011,"MEX","unknown",2
2013,"MEX","unknown",1
2002,"MLT","unknown",1
2004,"MLT","unknown",1
1998,"MNG","unknown",1
2009,"MOZ","unknown",1
1986,"MYS","unknown",1
2002,"MYS","unknown",1
2003,"MYS","unknown",2
2010,"MYS","unknown",1
2011,"NGA","unknown",1
1999,"NLD","unknown",1
2000,"NLD","unknown",1
2003,"NLD","unknown",2
2004,"NLD","unknown",1
2005,"NLD","unknown",1
2007,"NLD","unknown",1
2010,"NLD","unknown",1
2011,"NLD","unknown",1
2012,"NLD","unknown",1
2014,"NLD","unknown",1
1997,"NOR","unknown",1
2001,"NOR","unknown",2
2003,"NOR","unknown",1
2008,"NOR","unknown",1
2013,"NOR","unknown",1
1977,"NZL","unknown",1
1993,"NZL","unknown",1
1998,"NZL","unknown",2
1999,"NZL","unknown",1
2002,"NZL","unknown",2
2003,"NZL","unknown",1
2004,"NZL","unknown",1
2006,"NZL","unknown",1
2007,"NZL","unknown",3
2010,"NZL","unknown",1
2012,"NZL","unknown",1
1998,"PAK","unknown",1
2007,"PAK","unknown",1
2012,"PAK","unknown",1
2009,"PAN","unknown",1
2010,"PER","unknown",1
1974,"PHL","unknown",1
1977,"PHL","unknown",1
1993,"PHL","unknown",1
2012,"PHL","unknown",1
2011,"POL","unknown",1
2012,"POL","unknown",2
1970,"PRI","unknown",1
1995,"PRI","unknown",2
1998,"PRI","unknown",2
2004,"PRI","unknown",1
2007,"PRI","unknown",2
2011,"PRI","unknown",1
2014,"PRI","unknown",1
2002,"PRT","unknown",1
2006,"PRT","unknown",1
2008,"PRT","unknown",1
2010,"PRT","unknown",1
2012,"PRT","unknown",1
2000,"ROU","unknown",1
2009,"ROU","unknown",1
1989,"RUS","unknown",2
2001,"RUS","unknown",2
2002,"RUS","unknown",1
2006,"RUS","unknown",1
2001,"SAU","unknown",1
2004,"SRB","unknown",1
2005,"SRB","unknown",1
2014,"SRB","unknown",1
2007,"SVN","unknown",1
1991,"SWE","unknown",1
1997,"SWE","unknown",1
2003,"SWE","unknown",1
2004,"SWE","unknown",1
2009,"SYR","unknown",1
1999,"THA","unknown",1
2005,"THA","unknown",2
2000,"TLS","unknown",1
2000,"TUR","unknown",1
2001,"TUR","unknown",1
2002,"TUR","unknown",1
2007,"TUR","unknown",1
1997,"TUV","unknown",1
2002,"UKR","unknown",1
2006,"UKR","unknown",1
1962,"USA","unknown",7
1966,"USA","unknown",14
1968,"USA","unknown",13
1970,"USA","unknown",14
1971,"USA","unknown",7
1972,"USA","unknown",13
1973,"USA","unknown",17
1974,"USA","unknown",18
1975,"USA","unknown",17
1976,"USA","unknown",24
1977,"USA","unknown",15
1978,"USA","unknown",21
1979,"USA","unknown",17
1980,"USA","unknown",19
1981,"USA","unknown",17
1982,"USA","unknown",10
1983,"USA","unknown",11
1984,"USA","unknown",14
1985,"USA","unknown",14
1986,"USA","unknown",16
1987,"USA","unknown",19
1988,"USA","unknown",29
1989,"USA","unknown",22
1990,"USA","unknown",22
1991,"USA","unknown",14
1992,"USA","unknown",20
1993,"USA","unknown",14
1994,"USA","unknown",41
1995,"USA","unknown",785
1996,"USA","unknown",304
1997,"USA","unknown",101
1998,"USA","unknown",86
1999,"USA","unknown",228
2000,"USA","unknown",210
2001,"USA","unknown",221
2002,"USA","unknown",283
2003,"USA","unknown",325
2004,"USA","unknown",354
2005,"USA","unknown",338
2006,"USA","unknown",329
2007,"USA","unknown",356
2008,"USA","unknown",443
2009,"USA","unknown",391
2010,"USA","unknown",352
2011,"USA","unknown",395
2012,"USA","unknown",545
2013,"USA","unknown",495
2014,"USA","unknown",193
1975,"VEN","unknown",1
1998,"VEN","unknown",1
1998,"VIR","unknown",1
1966,"VNM","unknown",1
1968,"VNM","unknown",1
1972,"ZAF","unknown",1
1999,"ZAF","unknown",1
2002,"ZAF","unknown",1
2006,"ZAF","unknown",2
2007,"ZAF","unknown",1
2009,"ZAF","unknown",1
2010,"ZAF","unknown",1
2011,"ZAF","unknown",1
2012,"ZAF","unknown",2
2014,"ZAF","unknown",1
2012,"ZMB","unknown",1
