"year","country","sightings","gdp","unemployment","internet","scifi"
1963,"BEL",0,14260017387.0,0,0,0
1964,"BEL",0,15960106680.7,0,0,0
1965,"BEL",0,17371457607.9,0,0,0
1966,"BEL",0,18651883472.5,0,0,0
1967,"BEL",0,19992040788.5,0,0,0
1968,"BEL",0,21376353113.5,0,0,0
1969,"BEL",0,23710735894.7,0,0,0
1970,"BEL",0,26849173618.4,0,0,0
1971,"BEL",0,29981318394.9,0,0,0
1972,"BEL",0,37408626615.3,0,0,0
1973,"BEL",0,47999408507.6,0,0,0
1974,"BEL",0,56333063691.0,0,0,0
1975,"BEL",1,66029811341.4,0,0,0
1976,"BEL",0,71494607105.5,0,0,0
1977,"BEL",0,83283407090.6,0,0,0
1978,"BEL",0,1.01788571282e+11,0,0,0
1979,"BEL",1,1.16938177353e+11,0,0,0
1980,"BEL",0,1.27508322941e+11,0,0,0
1981,"BEL",0,1.05290713603e+11,0,0,0
1982,"BEL",0,92588982518.1,0,0,0
1983,"BEL",0,87650998816.6,0,0,0
1984,"BEL",0,83795759983.2,0,0,0
1985,"BEL",1,86730120728.3,0,0,0
1986,"BEL",0,1.20661334387e+11,0,0,0
1987,"BEL",0,1.50194219665e+11,0,0,0
1988,"BEL",0,1.63168007789e+11,0,0,0
1989,"BEL",0,1.65100250614e+11,0,0,0
1990,"BEL",0,2.06431036697e+11,0,0.00100674,0
1991,"BEL",0,2.11638016539e+11,6.98600006104,0.020072645,0
1992,"BEL",0,2.36038607528e+11,6.70200014114,0.100041027,0
1993,"BEL",0,2.2592489354e+11,8.07699966431,0.199446059,0
1994,"BEL",0,2.46195171329e+11,9.64700031281,0.69599469,0
1995,"BEL",1,2.89567597154e+11,9.33899974823,0.99166299,0
1996,"BEL",1,2.81357654723e+11,9.48299980164,2.968411647,0
1997,"BEL",2,2.54813937754e+11,8.95600032806,4.93808091,0
1998,"BEL",2,2.60602356079e+11,9.32199954987,7.886622701,0
1999,"BEL",3,2.6020242915e+11,8.64900016785,13.77221446,0
2000,"BEL",1,2.37904919845e+11,6.58599996567,29.43169169,0
2001,"BEL",4,2.37841610738e+11,6.1779999733,31.28839551,0
2002,"BEL",8,2.58860342556e+11,6.90999984741,46.33,0
2003,"BEL",6,3.19003386005e+11,7.67999982834,49.97,0
2004,"BEL",4,3.70885274398e+11,7.36299991608,53.86,0
2005,"BEL",4,3.87365999254e+11,8.43999958038,55.82,0
2006,"BEL",1,4.09813072387e+11,8.24600028992,59.72,0
2007,"BEL",2,4.71821790309e+11,7.45800018311,64.44,0
2008,"BEL",1,5.1862604365e+11,6.97599983215,66.0,0
2009,"BEL",1,4.84552653515e+11,7.90799999237,70.0,0
2010,"BEL",0,4.83548693409e+11,8.29199981689,75.0,0
2011,"BEL",2,5.27008036847e+11,7.13999986649,81.609996,0
2012,"BEL",0,4.97884088083e+11,7.54199981689,80.71999055,0
2013,"BEL",2,5.20117140495e+11,8.42500019073,82.1702,0
2014,"BEL",1,5.31750903175e+11,8.52299976349,85.0,0
1960,"BFA",0,330442817.169,0,0,0
1961,"BFA",0,350247237.117,0,0,0
1962,"BFA",0,379567178.257,0,0,0
1963,"BFA",0,394040749.126,0,0,0
1964,"BFA",0,410321785.631,0,0,0
1965,"BFA",0,422916848.424,0,0,0
1966,"BFA",0,433889831.585,0,0,0
1967,"BFA",0,450753993.176,0,0,0
1968,"BFA",0,460442864.206,0,0,0
1969,"BFA",0,478298781.546,0,0,0
1970,"BFA",0,458404330.125,0,0,0
1971,"BFA",0,482411278.982,0,0,0
1972,"BFA",0,578595583.976,0,0,0
1973,"BFA",0,674773821.151,0,0,0
1974,"BFA",0,751133642.647,0,0,0
1975,"BFA",0,939972703.463,0,0,0
1976,"BFA",0,976547572.216,0,0,0
1977,"BFA",0,1131225278.78,0,0,0
1978,"BFA",0,1475584037.28,0,0,0
1979,"BFA",0,1748480982.19,0,0,0
1980,"BFA",0,1928720390.29,0,0,0
1981,"BFA",0,1775842679.94,0,0,0
1982,"BFA",0,1754450379.21,0,0,0
1983,"BFA",0,1600278756.44,0,0,0
1984,"BFA",0,1459880352.65,0,0,0
1985,"BFA",0,1552493413.99,0,0,0
1986,"BFA",0,2036303381.2,0,0,0
1987,"BFA",0,2369835438.62,0,0,0
1988,"BFA",0,2616040645.87,0,0,0
1989,"BFA",0,2615588545.69,0,0,0
1990,"BFA",0,3101301780.95,0,0.0,0
1991,"BFA",0,3135045684.1,2.75600004196,0.0,0
1992,"BFA",0,2240264711.55,2.3599998951,0.0,0
1993,"BFA",0,2332018010.55,3.12700009346,0.0,0
1994,"BFA",0,1895290964.81,2.59999990463,0.0,0
1995,"BFA",0,2379518099.23,2.56999993324,0.0,0
1996,"BFA",0,2586550747.1,2.45700001717,0.000960519,0
1997,"BFA",0,2447669403.89,2.34800004959,0.018686353,0
1998,"BFA",0,2804902723.73,2.5,0.045423484,0
1999,"BFA",0,2993753187.1,2.49799990654,0.061780293,0
2000,"BFA",0,2628920056.1,2.74099993706,0.077080169,0
2001,"BFA",0,2812845513.57,2.38800001144,0.157732465,0
2002,"BFA",0,3205592289.8,3.25500011444,0.200992598,0
2003,"BFA",0,4205691222.11,2.40000009537,0.373440303,0
2004,"BFA",0,4838551099.71,3.21600008011,0.400295285,0
2005,"BFA",1,5462709498.45,4.0,0.469914489,0
2006,"BFA",0,5844669845.54,2.32999992371,0.632707564,0
2007,"BFA",0,6771277870.96,3.29999995232,0.75,0
2008,"BFA",0,8369637065.4,3.30599999428,0.92,0
2009,"BFA",0,8369175126.25,3.28200006485,1.13,0
2010,"BFA",0,8979966766.07,3.31599998474,2.4,0
2011,"BFA",0,10724061338.6,3.29800009727,3.0,0
2012,"BFA",0,11166061507.8,3.29299998283,3.725034916,0
2013,"BFA",0,11934606509.6,3.28999996185,9.1,0
2014,"BFA",0,12400688571.1,3.26900005341,9.4,0
1960,"BGD",0,4274893913.46,0,0,0
1961,"BGD",0,4817580183.57,0,0,0
1962,"BGD",0,5081413339.75,0,0,0
1963,"BGD",0,5319458351.12,0,0,0
1964,"BGD",0,5386054619.31,0,0,0
1965,"BGD",0,5906636556.96,0,0,0
1966,"BGD",0,6439687598.28,0,0,0
1967,"BGD",0,7253575399.27,0,0,0
1968,"BGD",0,7483685473.46,0,0,0
1969,"BGD",0,8471006100.89,0,0,0
1970,"BGD",0,8992721809.33,0,0,0
1971,"BGD",0,8751842839.73,0,0,0
1972,"BGD",0,6288245866.67,0,0,0
1973,"BGD",0,8086725729.34,0,0,0
1974,"BGD",0,12512460519.7,0,0,0
1975,"BGD",0,19448348073.5,0,0,0
1976,"BGD",0,10117113333.3,0,0,0
1977,"BGD",0,9651149301.87,0,0,0
1978,"BGD",0,13281767142.9,0,0,0
1979,"BGD",0,15565480321.9,0,0,0
1980,"BGD",0,18138049095.6,0,0,0
1981,"BGD",0,20249694002.4,0,0,0
1982,"BGD",0,18525399201.6,0,0,0
1983,"BGD",0,17609048821.5,0,0,0
1984,"BGD",0,18920840000.0,0,0,0
1985,"BGD",0,22278423076.9,0,0,0
1986,"BGD",0,21774033333.3,0,0,0
1987,"BGD",0,24298032258.1,0,0,0
1988,"BGD",0,26579005760.3,0,0,0
1989,"BGD",0,28781714763.8,0,0,0
1990,"BGD",0,31598341233.6,0,0.0,0
1991,"BGD",0,30957483290.5,2.20000004768,0.0,0
1992,"BGD",0,31708873954.9,3.78999996185,0.0,0
1993,"BGD",0,33166520084.8,2.36899995804,0.0,0
1994,"BGD",0,33768662171.2,2.88400006294,0.0,0
1995,"BGD",0,37939748051.4,3.60400009155,0.0,0
1996,"BGD",1,46438482370.4,2.50999999046,0.0,0
1997,"BGD",0,48244308274.8,5.05999994278,0.000751046,0
1998,"BGD",0,49984559471.4,2.72900009155,0.003684813,0
1999,"BGD",0,51270569883.5,4.60300016403,0.036170407,0
2000,"BGD",0,53369787318.6,3.26999998093,0.071039423,0
2001,"BGD",0,53991289844.3,3.31299996376,0.129807974,0
2002,"BGD",0,54724081490.5,3.3599998951,0.139920289,0
2003,"BGD",0,60158929188.3,4.32000017166,0.163877665,0
2004,"BGD",0,65108544250.0,4.45499992371,0.199036334,0
2005,"BGD",5,69442943089.4,4.25,0.241637326,0
2006,"BGD",0,71819083683.7,4.46099996567,1.0,0
2007,"BGD",0,79611888213.1,3.95600008965,1.8,0
2008,"BGD",0,91631278239.3,3.04600000381,2.5,0
2009,"BGD",1,1.02477791472e+11,5.0,3.1,0
2010,"BGD",0,1.15279077465e+11,4.53000020981,3.7,0
2011,"BGD",2,1.28637938711e+11,4.50199985504,4.5,0
2012,"BGD",2,1.33355749482e+11,4.47499990463,5.0,0
2013,"BGD",0,1.49990451022e+11,4.26000022888,6.63,0
2014,"BGD",0,1.72885454931e+11,4.2389998436,13.9,0
1960,"BGR",0,0,0,0,0
1961,"BGR",0,0,0,0,0
1962,"BGR",0,0,0,0,0
1963,"BGR",0,0,0,0,0
1964,"BGR",0,0,0,0,0
1965,"BGR",0,0,0,0,0
1966,"BGR",0,0,0,0,0
1967,"BGR",0,0,0,0,0
1968,"BGR",0,0,0,0,0
1969,"BGR",0,0,0,0,0
1970,"BGR",0,0,0,0,0
1971,"BGR",0,0,0,0,0
1972,"BGR",0,0,0,0,0
1973,"BGR",0,0,0,0,0
1974,"BGR",0,0,0,0,0
1975,"BGR",0,0,0,0,0
1976,"BGR",0,0,0,0,0
1977,"BGR",0,0,0,0,0
1978,"BGR",0,0,0,0,0
1979,"BGR",0,0,0,0,0
1980,"BGR",0,19839230769.2,0,0,0
1981,"BGR",0,19870000000.0,0,0,0
1982,"BGR",0,19342000000.0,0,0,0
1983,"BGR",0,16563666666.7,0,0,0
1984,"BGR",0,17594944444.4,0,0,0
1985,"BGR",1,17155421052.6,0,0,0
1986,"BGR",0,20249294117.6,0,0,0
1987,"BGR",0,28101000000.0,0,0,0
1988,"BGR",0,22555941176.5,0,0,0
1989,"BGR",0,21988444444.4,0,0,0
1990,"BGR",0,20632090909.1,0,0.0,0
1991,"BGR",1,10943548387.1,18.3700008392,0.0,0
1992,"BGR",0,10350515463.9,13.7790002823,0.0,0
1993,"BGR",1,10829710144.9,21.3999996185,0.002339042,0
1994,"BGR",0,9697416974.17,20.0,0.019526669,0
1995,"BGR",0,13063422619.0,15.6999998093,0.119665549,0
1996,"BGR",0,10109404159.6,13.5,0.725251167,0
1997,"BGR",0,11195630536.9,13.6999998093,1.219813132,0
1998,"BGR",0,14630974778.5,12.1999998093,1.844965121,0
1999,"BGR",0,13495062850.3,14.1000003815,2.908154025,0
2000,"BGR",0,13148099185.2,16.218000412,5.370923469,0
2001,"BGR",0,14135393875.6,19.920999527,7.612297749,0
2002,"BGR",1,16360346653.8,18.1100006104,9.08,0
2003,"BGR",0,21074775206.3,13.7329998016,12.04,0
2004,"BGR",1,26094622563.6,12.0369997025,18.13,0
2005,"BGR",1,29821662537.3,10.0830001831,19.97,0
2006,"BGR",0,34304448149.8,8.95100021362,27.09,0
2007,"BGR",0,44765733380.0,6.87799978256,33.64,0
2008,"BGR",1,54666642734.3,5.61000013351,39.67,0
2009,"BGR",3,51783454183.6,6.81699991226,45.0,0
2010,"BGR",3,50610031135.8,10.2790002823,46.23,0
2011,"BGR",1,57418391041.6,11.2600002289,47.97999305,0
2012,"BGR",2,53903028252.3,12.2700004578,51.89998767,0
2013,"BGR",1,55758744571.1,12.9409999847,53.0615,0
2014,"BGR",3,56732006512.0,11.4239997864,55.49,0
1960,"BHR",0,0,0,0,0
1961,"BHR",0,0,0,0,0
1962,"BHR",0,0,0,0,0
1963,"BHR",0,0,0,0,0
1964,"BHR",0,0,0,0,0
1965,"BHR",0,0,0,0,0
1966,"BHR",0,0,0,0,0
1967,"BHR",0,0,0,0,0
1968,"BHR",0,0,0,0,0
1969,"BHR",0,0,0,0,0
1970,"BHR",0,0,0,0,0
1971,"BHR",0,0,0,0,0
1972,"BHR",0,0,0,0,0
1973,"BHR",0,0,0,0,0
1974,"BHR",0,0,0,0,0
1975,"BHR",0,0,0,0,0
1976,"BHR",0,0,0,0,0
1977,"BHR",0,0,0,0,0
1978,"BHR",0,0,0,0,0
1979,"BHR",0,0,0,0,0
1980,"BHR",0,3072698328.47,0,0,0
1981,"BHR",0,3467819148.94,0,0,0
1982,"BHR",0,3645744680.85,0,0,0
1983,"BHR",0,3735106382.98,0,0,0
1984,"BHR",0,3905585106.38,0,0,0
1985,"BHR",0,3651861702.13,0,0,0
1986,"BHR",0,3052393617.02,0,0,0
1987,"BHR",0,3392021010.64,0,0,0
1988,"BHR",0,3702393617.02,0,0,0
1989,"BHR",0,3863563829.79,0,0,0
1990,"BHR",0,4229787234.04,0,0.0,0
1991,"BHR",0,4616223404.26,1.36300003529,0.0,0
1992,"BHR",0,4751063829.79,1.35899996758,0.0,0
1993,"BHR",0,5200265957.45,1.35000002384,0.0,0
1994,"BHR",0,5567553457.45,1.33500003815,0.0,0
1995,"BHR",0,5849467819.15,1.33000004292,0.346205844,0
1996,"BHR",0,6101861436.17,1.33899998665,0.843254219,0
1997,"BHR",0,6349202393.62,1.40699994564,1.646299202,0
1998,"BHR",0,6183776595.74,1.41799998283,3.218202151,0
1999,"BHR",0,6621010372.34,1.42599999905,4.720358118,0
2000,"BHR",0,9062906914.89,1.42100000381,6.153732546,0
2001,"BHR",0,8976207712.77,1.43599998951,15.03863425,0
2002,"BHR",0,9632155053.19,1.38800001144,18.05072089,0
2003,"BHR",0,11074822074.5,1.38900005817,21.55494499,0
2004,"BHR",0,13150166755.3,1.3789999485,21.45868051,0
2005,"BHR",0,15968726861.7,1.34500002861,21.30373351,0
2006,"BHR",1,18505053191.5,1.36600005627,28.24395243,0
2007,"BHR",0,21730000000.0,1.36099994183,32.91,0
2008,"BHR",1,25710877659.6,1.3370000124,51.95,0
2009,"BHR",0,22938218085.1,1.30499994755,53.0,0
2010,"BHR",0,25713271276.6,1.12999999523,55.0,0
2011,"BHR",0,29157446808.5,1.23000001907,76.9999665,0
2012,"BHR",1,30749308510.6,1.20000004768,88.0,0
2013,"BHR",0,32898670212.8,1.1970000267,90.0000397,0
2014,"BHR",0,33387712766.0,1.18900001049,90.50313348,0
1960,"BHS",0,169803921.569,0,0,0
1961,"BHS",0,190098039.216,0,0,0
1962,"BHS",0,212254901.961,0,0,0
1963,"BHS",0,237745098.039,0,0,0
1964,"BHS",0,266666666.667,0,0,0
1965,"BHS",0,300392156.863,0,0,0
1966,"BHS",0,340000000.0,0,0,0
1967,"BHS",0,390196078.431,0,0,0
1968,"BHS",0,444901960.784,0,0,0
1969,"BHS",0,528137254.902,0,0,0
1970,"BHS",0,538423153.693,0,0,0
1971,"BHS",1,573400000.0,0,0,0
1972,"BHS",0,590900000.0,0,0,0
1973,"BHS",0,670900000.0,0,0,0
1974,"BHS",0,632400000.0,0,0,0
1975,"BHS",0,596200000.0,0,0,0
1976,"BHS",0,642100000.0,0,0,0
1977,"BHS",0,713000000.0,0,0,0
1978,"BHS",0,832400000.0,0,0,0
1979,"BHS",0,1139800100.0,0,0,0
1980,"BHS",0,1335300000.0,0,0,0
1981,"BHS",0,1426500000.0,0,0,0
1982,"BHS",0,1578300000.0,0,0,0
1983,"BHS",0,1732800000.0,0,0,0
1984,"BHS",0,2041100000.0,0,0,0
1985,"BHS",1,2320699900.0,0,0,0
1986,"BHS",0,2472500000.0,0,0,0
1987,"BHS",0,2713999900.0,0,0,0
1988,"BHS",0,2817900000.0,0,0,0
1989,"BHS",0,3062000000.0,0,0,0
1990,"BHS",0,3166000000.0,0,0.0,0
1991,"BHS",0,3111160000.0,12.3000001907,0.0,0
1992,"BHS",0,3109000000.0,14.8000001907,0.0,0
1993,"BHS",0,3092000000.0,13.1000003815,0.0,0
1994,"BHS",0,3259000000.0,13.8299999237,0.0,0
1995,"BHS",1,3429000000.0,11.1000003815,0.960030721,0
1996,"BHS",0,3609000000.0,11.5,1.746950698,0
1997,"BHS",0,4961119000.0,9.80000019073,1.362953903,0
1998,"BHS",2,5353524000.0,7.65000009537,2.33559071,0
1999,"BHS",0,6019972000.0,7.80000019073,3.764557822,0
2000,"BHS",0,6327552000.0,7.60400009155,8.0,0
2001,"BHS",0,6516651000.0,6.90000009537,11.8,0
2002,"BHS",3,6957996000.0,9.10000038147,18.0,0
2003,"BHS",2,6949317000.0,10.8400001526,20.0,0
2004,"BHS",0,7094413000.0,10.1999998093,22.0,0
2005,"BHS",4,7706222000.0,10.1999998093,25.0,0
2006,"BHS",1,7965588000.0,7.59999990463,26.0,0
2007,"BHS",1,8318996000.0,7.88000011444,27.0,0
2008,"BHS",0,8247000000.0,8.18000030518,31.54,0
2009,"BHS",1,7820000000.0,14.25,33.88,0
2010,"BHS",0,7910000000.0,14.3299999237,43.0,0
2011,"BHS",0,7890000000.0,14.5200004578,65.0,0
2012,"BHS",1,8399000000.0,14.0200004578,71.74820281,0
2013,"BHS",0,8522000000.0,16.2000007629,72.0,0
2014,"BHS",0,8618000000.0,16.1800003052,76.92,0
1960,"BIH",0,0,0,0,0
1961,"BIH",0,0,0,0,0
1962,"BIH",0,0,0,0,0
1963,"BIH",0,0,0,0,0
1964,"BIH",0,0,0,0,0
1965,"BIH",0,0,0,0,0
1966,"BIH",0,0,0,0,0
1967,"BIH",0,0,0,0,0
1968,"BIH",0,0,0,0,0
1969,"BIH",0,0,0,0,0
1970,"BIH",0,0,0,0,0
1971,"BIH",0,0,0,0,0
1972,"BIH",0,0,0,0,0
1973,"BIH",0,0,0,0,0
1974,"BIH",0,0,0,0,0
1975,"BIH",0,0,0,0,0
1976,"BIH",0,0,0,0,0
1977,"BIH",0,0,0,0,0
1978,"BIH",0,0,0,0,0
1979,"BIH",0,0,0,0,0
1980,"BIH",0,0,0,0,0
1981,"BIH",0,0,0,0,0
1982,"BIH",0,0,0,0,0
1983,"BIH",0,0,0,0,0
1984,"BIH",1,0,0,0,0
1985,"BIH",0,0,0,0,0
1986,"BIH",0,0,0,0,0
1987,"BIH",0,0,0,0,0
1988,"BIH",0,0,0,0,0
1989,"BIH",0,0,0,0,0
1990,"BIH",0,0,0,0.0,0
1991,"BIH",0,0,17.5499992371,0.0,0
1992,"BIH",0,0,20.7430000305,0.0,0
1993,"BIH",1,0,17.9750003815,0.0,0
1994,"BIH",0,1255802469.14,18.392999649,0.0,0
1995,"BIH",1,1866572953.74,18.8579998016,0.0,0
1996,"BIH",0,2786045321.64,19.357000351,0.015125563,0
1997,"BIH",1,3671816504.24,19.8880004883,0.059425563,0
1998,"BIH",0,4116699437.4,20.4589996338,0.14367106,0
1999,"BIH",1,4685729738.56,21.0799999237,0.1943742,0
2000,"BIH",1,5505984455.96,21.7549991608,1.08296075,0
2001,"BIH",2,5748990666.18,27.9050006866,1.200526951,0
2002,"BIH",5,6651226179.02,23.7460002899,2.648267914,0
2003,"BIH",0,8370020196.19,19.5620002747,3.965036834,0
2004,"BIH",0,10022840634.9,23.8460006714,15.46897162,0
2005,"BIH",1,11225138297.2,21.5499992371,21.326701,0
2006,"BIH",0,12866524918.2,31.1000003815,25.12238569,0
2007,"BIH",0,15776422673.2,28.9300003052,27.92,0
2008,"BIH",0,19101454463.8,23.2999992371,34.66,0
2009,"BIH",0,17600630726.6,24.1000003815,37.74,0
2010,"BIH",0,17164279813.1,27.2000007629,42.75,0
2011,"BIH",1,18629346790.8,27.6000003815,47.77,0
2012,"BIH",1,17207367625.8,28.1000003815,52.78,0
2013,"BIH",1,18154290272.2,27.4500007629,57.79,0
2014,"BIH",0,18521475376.5,27.5200004578,60.8,0
1960,"BLR",0,0,0,0,0
1961,"BLR",0,0,0,0,0
1962,"BLR",0,0,0,0,0
1963,"BLR",0,0,0,0,0
1964,"BLR",0,0,0,0,0
1965,"BLR",0,0,0,0,0
1966,"BLR",0,0,0,0,0
1967,"BLR",0,0,0,0,0
1968,"BLR",0,0,0,0,0
1969,"BLR",0,0,0,0,0
1970,"BLR",0,0,0,0,0
1971,"BLR",0,0,0,0,0
1972,"BLR",0,0,0,0,0
1973,"BLR",0,0,0,0,0
1974,"BLR",0,0,0,0,0
1975,"BLR",0,0,0,0,0
1976,"BLR",0,0,0,0,0
1977,"BLR",1,0,0,0,0
1978,"BLR",0,0,0,0,0
1979,"BLR",0,0,0,0,0
1980,"BLR",0,0,0,0,0
1981,"BLR",0,0,0,0,0
1982,"BLR",0,0,0,0,0
1983,"BLR",0,0,0,0,0
1984,"BLR",0,0,0,0,0
1985,"BLR",0,0,0,0,0
1986,"BLR",0,0,0,0,0
1987,"BLR",0,0,0,0,0
1988,"BLR",0,0,0,0,0
1989,"BLR",0,0,0,0,0
1990,"BLR",0,21650000000.0,0,0.0,0
1991,"BLR",0,17420000000.0,0.646000027657,0.0,0
1992,"BLR",0,17120370370.4,0.646000027657,0.0,0
1993,"BLR",0,16286280991.7,0.629000008106,0.0,0
1994,"BLR",0,14932192010.7,0.632000029087,0.000485951,0
1995,"BLR",0,13972630803.6,0.629999995232,0.002921254,0
1996,"BLR",0,14756861538.5,0.628000020981,0.029298294,0
1997,"BLR",0,14128412417.2,0.742999970913,0.049020891,0
1998,"BLR",0,15222014828.3,0.708000004292,0.073868897,0
1999,"BLR",0,12138485328.6,0.637000024319,0.494881245,0
2000,"BLR",0,12736856828.0,0.675000011921,1.860398126,0
2001,"BLR",0,12354820143.9,0.660000026226,4.300616022,0
2002,"BLR",0,14594925393.0,0.665000021458,8.950971315,0
2003,"BLR",0,17825436034.5,0.689999997616,0.0,0
2004,"BLR",0,23141587717.8,0.744000017643,0.0,0
2005,"BLR",0,30210091836.8,0.717999994755,0.0,0
2006,"BLR",0,36961821893.7,0.725000023842,16.2,0
2007,"BLR",0,45275747860.6,0.708000004292,19.7,0
2008,"BLR",0,60752177438.9,0.725000023842,23.0,0
2009,"BLR",0,49208656976.0,0.899999976158,27.43,0
2010,"BLR",0,57231904542.9,0.699999988079,31.8,0
2011,"BLR",0,61762341356.9,0.675999999046,39.64889566,0
2012,"BLR",0,65685903833.1,0.619000017643,46.91,0
2013,"BLR",1,75527537703.2,0.513999998569,54.17,0
2014,"BLR",0,78813049849.6,0.49200001359,59.02,0
1960,"BLZ",0,28071888.5622,0,0,0
1961,"BLZ",0,29964370.7126,0,0,0
1962,"BLZ",0,31856922.8615,0,0,0
1963,"BLZ",0,33749405.0119,0,0,0
1964,"BLZ",0,36193826.1235,0,0,0
1965,"BLZ",0,40069930.0699,0,0,0
1966,"BLZ",0,44405594.4056,0,0,0
1967,"BLZ",0,47379310.3448,0,0,0
1968,"BLZ",0,44910179.6407,0,0,0
1969,"BLZ",0,47305389.2216,0,0,0
1970,"BLZ",0,53233532.9341,0,0,0
1971,"BLZ",0,59207317.0732,0,0,0
1972,"BLZ",0,66062500.0,0,0,0
1973,"BLZ",0,78343558.2822,0,0,0
1974,"BLZ",0,103216374.269,0,0,0
1975,"BLZ",0,118066298.343,0,0,0
1976,"BLZ",0,96905829.5964,0,0,0
1977,"BLZ",0,117650000.0,0,0,0
1978,"BLZ",0,136300000.0,0,0,0
1979,"BLZ",0,151800000.0,0,0,0
1980,"BLZ",0,194750000.0,0,0,0
1981,"BLZ",0,192900000.0,0,0,0
1982,"BLZ",0,179250000.0,0,0,0
1983,"BLZ",0,189000000.0,0,0,0
1984,"BLZ",0,210900000.0,0,0,0
1985,"BLZ",0,209150000.0,0,0,0
1986,"BLZ",0,227850000.0,0,0,0
1987,"BLZ",0,276550000.0,0,0,0
1988,"BLZ",0,314900000.0,0,0,0
1989,"BLZ",0,363150000.0,0,0,0
1990,"BLZ",1,413050000.0,0,0.0,0
1991,"BLZ",0,444720750.0,3.79999995232,0.0,0
1992,"BLZ",0,518239100.0,5.62900018692,0.0,0
1993,"BLZ",0,559858250.0,9.80000019073,0.0,0
1994,"BLZ",0,580863700.0,11.1000003815,0.0,0
1995,"BLZ",0,620140400.0,12.5,0.04539718,0
1996,"BLZ",0,641383800.0,13.8000001907,0.882807327,0
1997,"BLZ",0,654314350.0,12.6999998093,1.288582302,0
1998,"BLZ",0,688992450.0,14.3000001907,2.091516391,0
1999,"BLZ",0,732732350.0,12.8000001907,4.076740564,0
2000,"BLZ",0,832072450.0,10.7539997101,5.963835303,0
2001,"BLZ",0,871860600.0,9.10000038147,0.0,0
2002,"BLZ",0,932551850.0,10.0,5.684251214,0
2003,"BLZ",0,990374050.0,10.107000351,0.0,0
2004,"BLZ",2,1057845500.0,10.2159996033,9.8,0
2005,"BLZ",0,1114222550.0,10.9799995422,17.0,0
2006,"BLZ",0,1217467600.0,9.39999961853,24.0,0
2007,"BLZ",1,1290573400.0,8.5,24.6,0
2008,"BLZ",0,1368625150.0,8.19999980927,26.3,0
2009,"BLZ",1,1336957250.0,12.8500003815,27.2,0
2010,"BLZ",1,1397113450.0,13.236000061,28.2,0
2011,"BLZ",0,1486712300.0,13.6350002289,30.7,0
2012,"BLZ",0,1573618750.0,14.2700004578,31.0,0
2013,"BLZ",0,1613705850.0,11.6800003052,33.6,0
2014,"BLZ",0,1706497950.0,11.6000003815,38.7,0
1960,"BMU",0,84466654.0802,0,0,0
1961,"BMU",0,89249986.7007,0,0,0
1962,"BMU",0,94149985.9706,0,0,0
1963,"BMU",0,96366652.3069,0,0,0
1964,"BMU",0,107566650.638,0,0,0
1965,"BMU",0,114339048.963,0,0,0
1966,"BMU",0,134173373.783,0,0,0
1967,"BMU",0,155102984.622,0,0,0
1968,"BMU",0,150000000.0,0,0,0
1969,"BMU",0,164900000.0,0,0,0
1970,"BMU",0,186300000.0,0,0,0
1971,"BMU",0,211100000.0,0,0,0
1972,"BMU",0,235400000.0,0,0,0
1973,"BMU",0,269500000.0,0,0,0
1974,"BMU",0,312600000.0,0,0,0
1975,"BMU",0,345000000.0,0,0,0
1976,"BMU",0,386300000.0,0,0,0
1977,"BMU",0,447000000.0,0,0,0
1978,"BMU",0,475800000.0,0,0,0
1979,"BMU",0,517200000.0,0,0,0
1980,"BMU",0,613299968.0,0,0,0
1981,"BMU",0,739100032.0,0,0,0
1982,"BMU",0,785500032.0,0,0,0
1983,"BMU",0,889400000.0,0,0,0
1984,"BMU",0,985699968.0,0,0,0
1985,"BMU",0,1039500032.0,0,0,0
1986,"BMU",0,1173500032.0,0,0,0
1987,"BMU",0,1296499968.0,0,0,0
1988,"BMU",0,1415100032.0,0,0,0
1989,"BMU",0,1501500032.0,0,0,0
1990,"BMU",0,1592400000.0,0,0.0,0
1991,"BMU",0,1634899968.0,0,0.0,0
1992,"BMU",0,1679900032.0,0,0.0,0
1993,"BMU",0,1820359936.0,0,0.0,0
1994,"BMU",0,1867160064.0,0,0.0,0
1995,"BMU",0,2030749952.0,0,6.838163465,0
1996,"BMU",0,2695390000.0,0,16.20246602,0
1997,"BMU",0,2932827000.0,0,24.18925674,0
1998,"BMU",1,3130748000.0,0,32.10375935,0
1999,"BMU",0,3324433000.0,0,39.94758876,0
2000,"BMU",0,3480219000.0,0,42.94986002,0
2001,"BMU",0,3680483000.0,0,47.5096999,0
2002,"BMU",0,3937228000.0,0,52.03159737,0
2003,"BMU",0,4186525000.0,0,56.52201218,0
2004,"BMU",0,4484703000.0,0,60.99086701,0
2005,"BMU",0,4868136000.0,0,65.44706579,0
2006,"BMU",2,5414299000.0,0,69.89965516,0
2007,"BMU",0,5895048000.0,0,74.35059403,0
2008,"BMU",0,6109928000.0,0,82.3,0
2009,"BMU",0,5806378000.0,0,83.25,0
2010,"BMU",0,5744414000.0,0,84.21,0
2011,"BMU",0,5550771000.0,0,88.336,0
2012,"BMU",1,5537537000.0,0,91.29930452,0
2013,"BMU",0,5573710000.0,0,95.3,0
2014,"BMU",0,0,0,96.8,0
1960,"BOL",0,563110051.921,0,0,0
1961,"BOL",0,612518906.826,0,0,0
1962,"BOL",0,669722541.278,0,0,0
